epoch,training_loss,validation_loss
1,0.14876778423786163,0.050965774804353714
2,0.036951471120119095,0.0037627164274454117
3,0.01566428504884243,0.00605117017403245
4,0.015630504116415977,0.021622274070978165
5,0.010898253880441189,0.004362701904028654
6,0.007025823928415775,0.0016913613071665168
7,0.0067682284861803055,0.004970596171915531
8,0.008964103646576405,0.004439579788595438
9,0.005322554148733616,0.0014802672667428851
10,0.005103618372231722,0.0024586720392107964
11,0.0037999057676643133,0.0024271225556731224
12,0.004861454479396343,0.004158910363912582
13,0.0037067891098558903,0.0009751138277351856
14,0.003752009477466345,0.0010658730752766132
15,0.0034058107994496822,0.001162668108008802
16,0.0028493371792137623,0.0008334763697348535
17,0.002741172444075346,0.0015246423427015543
18,0.00278586708009243,0.0026171128265559673
19,0.0038658154662698507,0.0013815156416967511
20,0.0028829427901655436,0.002885916968807578
21,0.003492531832307577,0.0007078568451106548
22,0.0022716436069458723,0.002004261827096343
23,0.0025611459277570248,0.0019477485911920667
24,0.0025450880639255047,0.0006349088507704437
25,0.0019287195755168796,0.0017672479152679443
26,0.0022080352064222097,0.002078369492664933
27,0.0019824246410280466,0.0012018864508718252
28,0.0022801633458584547,0.0014060948742553592
29,0.0018110688542947173,0.0007910282583907247
30,0.001713367528282106,0.0007586239953525364
31,0.001656717504374683,0.0018142774933949113
32,0.0017126054735854268,0.0024725976400077343
33,0.0019720520358532667,0.0006863016751594841
34,0.001581963966600597,0.000579607964027673
35,0.0013793931575492024,0.0007173778722062707
36,0.0014517424860969186,0.000918236852157861
37,0.0013849415117874742,0.0007008026586845517
38,0.0014164692256599665,0.0005770663847215474
39,0.0014420018997043371,0.000777021748945117
40,0.001564307021908462,0.0005888149607926607
41,0.0013428673846647143,0.0005598196876235306
42,0.0014191209338605404,0.0051000360399484634
43,0.0021904988680034876,0.0008280957117676735
44,0.0017831454752013087,0.0005698757013306022
45,0.0013064279919490218,0.0005794314783997834
46,0.001295927562750876,0.0013148389989510179
47,0.0012840593699365854,0.002135754330083728
48,0.001542121754027903,0.0010974847245961428
49,0.0012736711651086807,0.0009427082259207964
50,0.0013668033061549067,0.000665488070808351
51,0.0011755534214898944,0.0005129927303642035
52,0.0012948557268828154,0.0005112457438372076
53,0.0011207567295059562,0.0010812821565195918
54,0.0014240042073652148,0.0008071476477198303
55,0.0011370073771104217,0.0005841375677846372
56,0.0012198035838082433,0.000864327244926244
57,0.0010682090651243925,0.0008789929561316967
58,0.0009642294608056545,0.001249997178092599
59,0.001234307186678052,0.0007427608361467719
60,0.0008835577755235136,0.0004962460952810943
61,0.000931253656744957,0.0005675022839568555
62,0.0008681680774316192,0.000992563902400434
63,0.0011288535315543413,0.0019619418308138847
64,0.0012154127471148968,0.0007288086344487965
65,0.0009819408878684044,0.0004938593483529985
66,0.0009250720031559467,0.0010108600836247206
67,0.0009294393821619451,0.0013932447182014585
68,0.001284600468352437,0.000484516320284456
69,0.0009311332833021879,0.0005054809735156596
70,0.0008418894140049815,0.000690882618073374
71,0.0008461473626084626,0.0004822708433493972
72,0.0008567615877836943,0.0005003652186132967
73,0.0008671128307469189,0.0008569755591452122
74,0.0009983788477256894,0.0005314630689099431
75,0.0008482082048431039,0.0005068331374786794
76,0.0008562920847907662,0.0014185666805133224
77,0.0008461432298645377,0.0010499500203877687
78,0.0008524931618012488,0.00047313200775533915
79,0.000767015793826431,0.0004767418431583792
80,0.0009462710586376488,0.0012954868143424392
81,0.001177533296868205,0.0005137398256920278
82,0.0008131438517011702,0.00048455537762492895
83,0.0007218592218123376,0.0016344203613698483
84,0.0008582000155001879,0.0020732504781335592
85,0.0008105686865746975,0.0011823945678770542
86,0.0008580599678680301,0.00046700291568413377
87,0.0007689183112233877,0.0006196088506840169
88,0.0007844618521630764,0.000637054443359375
89,0.0007546106935478747,0.0009240712970495224
90,0.0007430169498547912,0.0004583219124469906
91,0.0006749349413439631,0.001367516815662384
92,0.0007421815535053611,0.0005006127175875008
93,0.0006705248379148543,0.0007530313450843096
94,0.0008842512033879757,0.000698888092301786
95,0.0007689376943744719,0.0005033693159930408
96,0.0006963069899939001,0.0005138180567882955
97,0.0007274957024492323,0.0006236832705326378
98,0.0006917918799445033,0.0005118115805089474
99,0.0006483055767603219,0.000480360584333539
100,0.0006522819749079645,0.0007838148158043623
